Time(s),FilteredDistance(m),SafeDistance(m),DistanceError(m),TargetVelocity(m/s),MeasuredVelocity(m/s),VelocityError(m/s),PIDOutput,PWMOutput
1100.55,1.532,0.274,1.258,0.35,0.259,0.091,256.1,255
1100.7,1.576,0.276,1.3,0.35,0.261,0.089,255.7,255
1100.85,1.626,0.277,1.349,0.35,0.263,0.087,255.3,255
1101.0,1.676,0.279,1.398,0.35,0.265,0.085,254.9,254
1101.15,1.723,0.28,1.443,0.35,0.27,0.08,258.7,255
1101.3,1.767,0.282,1.485,0.35,0.271,0.079,258.6,255
1101.45,1.808,0.283,1.524,0.35,0.276,0.074,257.4,255
1101.6,1.847,0.285,1.563,0.35,0.278,0.072,257.3,255
1101.75,1.881,0.286,1.595,0.35,0.279,0.071,257.0,255
1101.9,1.923,0.287,1.636,0.35,0.281,0.069,256.5,255
1102.05,1.969,0.288,1.681,0.35,0.282,0.068,256.3,255
1102.2,2.002,0.289,1.713,0.35,0.284,0.066,256.0,255
1102.35,2.037,0.29,1.747,0.35,0.288,0.062,254.9,254
1102.5,2.075,0.291,1.783,0.35,0.29,0.06,258.3,255
1102.65,2.119,0.292,1.827,0.35,0.29,0.06,258.3,255
1102.8,2.158,0.294,1.864,0.35,0.295,0.055,257.2,255
1102.95,2.188,0.295,1.893,0.35,0.296,0.054,256.9,255
1103.1,2.233,0.296,1.937,0.35,0.299,0.051,256.4,255
1103.25,2.27,0.297,1.973,0.35,0.302,0.048,255.6,255
1103.4,2.307,0.298,2.009,0.35,0.302,0.048,255.7,255
1103.55,2.338,0.299,2.038,0.35,0.305,0.045,255.2,255
1103.7,2.372,0.301,2.072,0.35,0.309,0.041,254.3,254
1103.85,2.411,0.302,2.109,0.35,0.311,0.039,256.2,255
1104.0,2.445,0.303,2.142,0.35,0.315,0.035,255.5,255
1104.15,2.479,0.304,2.174,0.35,0.315,0.035,255.5,255
1104.3,2.509,0.305,2.203,0.35,0.317,0.033,254.9,254
1104.45,2.541,0.306,2.235,0.35,0.32,0.03,256.3,255
1104.6,2.565,0.308,2.258,0.35,0.323,0.027,255.7,255
1104.75,2.599,0.309,2.29,0.35,0.323,0.027,255.7,255
1104.9,2.619,0.31,2.309,0.35,0.325,0.025,255.3,255
1105.05,2.642,0.31,2.332,0.35,0.326,0.024,255.1,255
1105.2,2.662,0.311,2.351,0.35,0.326,0.024,255.2,255
1105.35,2.69,0.312,2.378,0.35,0.328,0.022,254.6,254
1105.5,2.712,0.312,2.4,0.35,0.328,0.022,255.9,255
1105.65,2.738,0.313,2.425,0.35,0.332,0.018,254.9,254
1105.8,2.763,0.314,2.449,0.35,0.332,0.018,256.1,255
1105.95,2.777,0.315,2.462,0.35,0.337,0.013,255.1,255
1106.1,2.79,0.316,2.474,0.35,0.336,0.014,255.3,255
1106.25,2.813,0.317,2.496,0.35,0.34,0.01,254.3,254
1106.4,2.83,0.318,2.513,0.35,0.34,0.01,255.0,255
1106.55,2.841,0.319,2.522,0.35,0.344,0.006,254.0,254
1106.7,2.86,0.32,2.54,0.35,0.344,0.006,254.5,254
1106.85,2.878,0.32,2.558,0.35,0.343,0.007,255.1,255
1107.0,2.887,0.32,2.567,0.35,0.343,0.007,255.2,255
1107.15,2.902,0.321,2.581,0.35,0.346,0.004,254.4,254
1107.3,2.905,0.321,2.584,0.35,0.345,0.005,255.0,254
1107.45,2.91,0.322,2.588,0.35,0.347,0.003,254.7,254
1107.6,2.919,0.322,2.597,0.35,0.347,0.003,255.1,255
1107.75,2.929,0.323,2.606,0.35,0.347,0.003,254.9,254
1107.9,2.935,0.323,2.612,0.35,0.347,0.003,255.1,255
1108.05,2.939,0.323,2.616,0.35,0.346,0.004,255.3,255
1108.2,2.934,0.323,2.611,0.35,0.348,0.002,254.9,254
1108.35,2.928,0.323,2.604,0.35,0.347,0.003,255.4,255
1108.5,2.92,0.324,2.596,0.35,0.35,-0.0,254.5,254
1108.65,2.916,0.324,2.592,0.35,0.352,-0.002,254.1,254
1108.8,2.908,0.325,2.583,0.35,0.351,-0.001,254.2,254
1108.95,2.897,0.325,2.572,0.35,0.354,-0.004,253.4,253
1109.1,2.896,0.326,2.57,0.35,0.356,-0.006,252.9,252
1109.25,2.884,0.327,2.557,0.35,0.358,-0.008,252.0,252
1109.4,2.88,0.328,2.552,0.35,0.361,-0.011,251.0,251
1109.55,2.877,0.328,2.549,0.35,0.362,-0.012,250.1,250
1109.7,2.862,0.329,2.533,0.35,0.364,-0.014,249.1,249
1109.85,2.846,0.33,2.516,0.35,0.364,-0.014,248.3,248
1110.0,2.829,0.33,2.499,0.35,0.362,-0.012,247.9,247
1110.15,2.819,0.331,2.488,0.35,0.364,-0.014,246.6,246
1110.3,2.797,0.331,2.466,0.35,0.363,-0.013,246.1,246
1110.45,2.78,0.331,2.448,0.35,0.365,-0.015,244.9,244
1110.6,2.764,0.332,2.433,0.35,0.365,-0.015,244.1,244
1110.75,2.739,0.332,2.408,0.35,0.365,-0.015,243.3,243
1110.9,2.725,0.332,2.393,0.35,0.364,-0.014,242.5,242
1111.05,2.696,0.332,2.365,0.35,0.363,-0.013,241.9,241
1111.2,2.678,0.332,2.347,0.35,0.363,-0.013,241.1,241
1111.35,2.652,0.332,2.32,0.35,0.366,-0.016,239.7,239
1111.5,2.622,0.332,2.29,0.35,0.365,-0.015,239.2,239
1111.65,2.601,0.332,2.269,0.35,0.365,-0.015,238.2,238
1111.8,2.582,0.332,2.25,0.35,0.363,-0.013,237.9,237
1111.95,2.555,0.332,2.224,0.35,0.362,-0.012,237.2,237
1112.1,2.529,0.332,2.198,0.35,0.361,-0.011,236.6,236
1112.25,2.498,0.331,2.166,0.35,0.36,-0.01,236.2,236
1112.4,2.472,0.331,2.142,0.35,0.359,-0.009,236.0,236
1112.55,2.443,0.33,2.113,0.35,0.359,-0.009,235.4,235
1112.7,2.412,0.33,2.082,0.35,0.358,-0.008,235.0,235
1112.85,2.376,0.33,2.046,0.35,0.358,-0.008,234.5,234
1113.0,2.347,0.33,2.017,0.35,0.359,-0.009,233.8,233
1113.15,2.306,0.329,1.976,0.35,0.358,-0.008,233.7,233
1113.3,2.269,0.329,1.94,0.35,0.356,-0.006,233.6,233
1113.45,2.231,0.329,1.902,0.35,0.356,-0.006,233.2,233
1113.6,2.193,0.329,1.864,0.35,0.358,-0.008,232.4,232
1113.75,2.159,0.329,1.83,0.35,0.361,-0.011,231.3,231
1113.9,2.12,0.329,1.79,0.35,0.36,-0.01,231.0,230
1114.05,2.077,0.33,1.747,0.35,0.361,-0.011,230.2,230
1114.2,2.036,0.33,1.706,0.35,0.361,-0.011,229.6,229
1114.35,1.995,0.33,1.665,0.35,0.361,-0.011,228.8,228
1114.5,1.95,0.33,1.62,0.35,0.363,-0.013,227.8,227
1114.65,1.914,0.331,1.583,0.35,0.362,-0.012,227.3,227
1114.8,1.875,0.331,1.544,0.35,0.362,-0.012,226.5,226
1114.95,1.825,0.331,1.494,0.35,0.361,-0.011,226.0,226
1115.1,1.785,0.331,1.454,0.35,0.361,-0.011,225.3,225
1115.25,1.738,0.331,1.407,0.35,0.364,-0.014,224.1,224
1115.4,1.692,0.331,1.361,0.35,0.363,-0.013,223.6,223
1115.55,1.658,0.331,1.327,0.35,0.364,-0.014,222.4,222
1115.7,1.618,0.332,1.286,0.35,0.365,-0.015,221.4,221
1115.85,1.582,0.332,1.25,0.35,0.363,-0.013,221.1,221
1116.0,1.532,0.332,1.2,0.35,0.363,-0.013,220.4,220
1116.15,1.49,0.332,1.158,0.35,0.364,-0.014,219.3,219
1116.3,1.442,0.332,1.11,0.35,0.363,-0.013,218.8,218
1116.45,1.401,0.331,1.069,0.35,0.361,-0.011,218.6,218
1116.6,1.351,0.331,1.021,0.35,0.359,-0.009,218.3,218
1116.75,1.31,0.33,0.98,0.35,0.357,-0.007,218.1,218
1116.9,1.273,0.33,0.943,0.35,0.358,-0.008,217.3,217
1117.05,1.235,0.33,0.905,0.35,0.359,-0.009,216.7,216
1117.2,1.193,0.33,0.864,0.35,0.357,-0.007,216.7,216
1117.35,1.153,0.329,0.824,0.35,0.356,-0.006,216.3,216
1117.5,1.115,0.329,0.786,0.35,0.356,-0.006,216.0,216
1117.65,1.072,0.329,0.743,0.35,0.356,-0.006,215.8,215
1117.8,1.037,0.328,0.709,0.35,0.353,-0.003,216.0,215
1117.95,0.996,0.328,0.668,0.35,0.354,-0.004,215.6,215
1118.1,0.962,0.328,0.634,0.35,0.353,-0.003,215.6,215
1118.25,0.921,0.327,0.594,0.35,0.352,-0.002,215.6,215
1118.4,0.885,0.327,0.558,0.35,0.351,-0.001,215.7,215
1118.55,0.839,0.326,0.513,0.35,0.351,-0.001,215.7,215
1118.7,0.806,0.326,0.48,0.35,0.348,0.002,216.3,216
1118.85,0.767,0.325,0.442,0.35,0.349,0.001,216.1,216
1119.0,0.726,0.325,0.401,0.35,0.347,0.003,216.8,216
1119.15,0.693,0.325,0.368,0.35,0.348,0.002,216.5,216
1119.3,0.65,0.325,0.325,0.35,0.35,-0.0,216.2,216
1119.45,0.616,0.325,0.291,0.35,0.348,0.002,216.9,216
1119.6,0.584,0.324,0.26,0.35,0.346,0.004,217.2,217
1119.75,0.547,0.324,0.224,0.35,0.344,0.006,218.1,218
1119.9,0.513,0.323,0.19,0.35,0.346,0.004,217.8,217
1120.05,0.477,0.324,0.153,0.35,0.348,0.002,217.6,217
1120.2,0.449,0.324,0.125,0.35,0.35,0.0,217.3,217
1120.35,0.423,0.324,0.1,0.35,0.347,0.003,218.1,218
1120.5,0.404,0.324,0.08,0.35,0.347,0.003,218.1,218
1120.65,0.371,0.324,0.048,0.35,0.346,0.004,218.6,218
1120.8,0.342,0.323,0.018,0.35,0.344,0.006,219.2,219
1120.95,0.313,0.323,-0.01,0.32,0.343,-0.023,212.4,212
1121.1,0.288,0.322,-0.034,0.29,0.343,-0.053,204.7,204
1121.25,0.267,0.322,-0.055,0.26,0.342,-0.082,195.5,195
1121.4,0.244,0.322,-0.078,0.23,0.342,-0.112,184.5,184
1121.55,0.224,0.322,-0.098,0.2,0.343,-0.143,171.4,171
1121.7,0.201,0.321,-0.121,0.17,0.341,-0.171,157.2,157
1121.85,0.183,0.321,-0.138,0.14,0.338,-0.198,141.7,141
1122.0,0.168,0.32,-0.152,0.11,0.336,-0.226,124.0,124
1122.15,0.148,0.319,-0.171,0.08,0.334,-0.254,-54.4,0
1122.3,0.141,0.318,-0.177,0.05,0.326,-0.276,-58.8,0
1122.45,0.128,0.315,-0.188,0.02,0.317,-0.297,-63.1,0
1122.6,0.116,0.313,-0.197,0.0,0.31,-0.31,-76.4,0
1122.75,0.11,0.31,-0.199,0.0,0.303,-0.303,-74.8,0
1122.9,0.096,0.307,-0.21,0.0,0.294,-0.294,-72.6,0
1123.05,0.086,0.303,-0.217,0.0,0.286,-0.286,-70.6,0
1123.2,0.084,0.3,-0.216,0.0,0.28,-0.28,-69.0,0
1123.35,0.085,0.297,-0.212,0.0,0.273,-0.273,-67.3,0
1123.5,0.083,0.293,-0.211,0.0,0.267,-0.267,-65.9,0
1123.65,0.076,0.29,-0.214,0.0,0.262,-0.262,-64.7,0
1123.8,0.073,0.287,-0.214,0.0,0.256,-0.256,-63.3,0
1123.95,0.079,0.284,-0.205,0.0,0.252,-0.252,-62.2,0
1124.1,0.086,0.282,-0.195,0.0,0.247,-0.247,-60.9,0
1124.25,0.083,0.279,-0.196,0.0,0.243,-0.243,-60.0,0
1124.4,0.085,0.276,-0.192,0.0,0.237,-0.237,-58.3,0
1124.55,0.093,0.274,-0.181,0.0,0.23,-0.23,-56.8,0
1124.7,0.091,0.271,-0.18,0.0,0.226,-0.226,-55.7,0
1124.85,0.097,0.268,-0.171,0.0,0.22,-0.22,-54.2,0
1125.0,0.107,0.265,-0.158,0.0,0.212,-0.212,-52.4,0
1125.15,0.119,0.262,-0.143,0.0,0.207,-0.207,-51.0,0
1125.3,0.136,0.259,-0.124,0.0,0.202,-0.202,-42.4,0
1125.45,0.14,0.257,-0.117,0.0,0.2,-0.2,-41.8,0
1125.6,0.159,0.255,-0.096,0.0,0.196,-0.196,-41.0,0
1125.75,0.169,0.252,-0.084,0.0,0.19,-0.19,-39.7,0
1125.9,0.183,0.25,-0.067,0.0,0.188,-0.188,-39.3,0
1126.05,0.198,0.248,-0.05,0.0,0.184,-0.184,-38.5,0
1126.2,0.211,0.246,-0.035,0.0,0.179,-0.179,-37.3,0
1126.35,0.233,0.244,-0.011,0.0,0.173,-0.173,-36.1,0
1126.5,0.25,0.241,0.009,0.256,0.168,0.088,28.0,27
1126.65,0.27,0.239,0.031,0.35,0.167,0.183,47.1,47
1126.8,0.289,0.237,0.052,0.35,0.163,0.187,55.2,55
1126.95,0.317,0.236,0.082,0.35,0.161,0.189,66.5,66
1127.1,0.346,0.234,0.112,0.35,0.159,0.191,77.9,77
1127.25,0.374,0.233,0.141,0.35,0.157,0.193,89.5,89
1127.4,0.403,0.232,0.171,0.35,0.157,0.193,100.7,100
1127.55,0.431,0.231,0.201,0.35,0.156,0.194,112.4,112
1127.7,0.453,0.23,0.223,0.35,0.157,0.193,123.3,123
1127.85,0.481,0.23,0.252,0.35,0.156,0.194,134.9,134
1128.0,0.519,0.23,0.29,0.35,0.16,0.19,145.3,145
1128.15,0.557,0.23,0.327,0.35,0.161,0.189,156.4,156
1128.3,0.581,0.23,0.351,0.35,0.161,0.189,167.4,167
1128.45,0.611,0.23,0.381,0.35,0.163,0.187,178.0,177
1128.6,0.646,0.231,0.415,0.35,0.167,0.183,188.1,188
1128.75,0.685,0.232,0.453,0.35,0.169,0.181,198.5,198
1128.9,0.72,0.233,0.487,0.35,0.172,0.178,208.2,208
1129.05,0.76,0.235,0.526,0.35,0.178,0.172,217.3,217
1129.2,0.791,0.236,0.554,0.35,0.185,0.165,226.0,225
1129.35,0.824,0.239,0.585,0.35,0.191,0.159,234.4,234
1129.5,0.868,0.241,0.627,0.35,0.196,0.154,242.6,242
1129.65,0.905,0.244,0.662,0.35,0.203,0.147,250.2,250
1129.8,0.939,0.246,0.694,0.35,0.206,0.144,258.3,255
1129.95,0.974,0.248,0.726,0.35,0.21,0.14,257.4,255
1130.1,1.019,0.25,0.769,0.35,0.213,0.137,256.7,255
1130.25,1.053,0.252,0.8,0.35,0.218,0.132,255.7,255
1130.4,1.102,0.255,0.847,0.35,0.223,0.127,254.6,254
1130.55,1.143,0.257,0.886,0.35,0.227,0.123,261.3,255
1130.7,1.179,0.259,0.92,0.35,0.23,0.12,260.5,255
1130.85,1.215,0.261,0.954,0.35,0.236,0.114,259.2,255
1131.0,1.253,0.263,0.99,0.35,0.239,0.111,258.8,255
1131.15,1.304,0.265,1.038,0.35,0.242,0.108,258.0,255
1131.3,1.348,0.267,1.081,0.35,0.245,0.105,257.5,255
1131.45,1.397,0.269,1.128,0.35,0.25,0.1,256.3,255
1131.6,1.442,0.271,1.171,0.35,0.252,0.098,256.1,255
1131.75,1.484,0.273,1.212,0.35,0.257,0.093,254.8,254
1131.9,1.528,0.274,1.254,0.35,0.259,0.091,260.1,255
1132.05,1.578,0.276,1.301,0.35,0.263,0.087,259.0,255
1132.2,1.614,0.278,1.336,0.35,0.265,0.085,258.7,255
1132.35,1.661,0.28,1.381,0.35,0.27,0.08,257.6,255
1132.5,1.703,0.281,1.421,0.35,0.273,0.077,257.1,255
1132.65,1.742,0.283,1.459,0.35,0.274,0.076,256.8,255
1132.8,1.78,0.284,1.496,0.35,0.276,0.074,256.5,255
1132.95,1.816,0.286,1.53,0.35,0.281,0.069,255.2,255
1133.1,1.863,0.287,1.576,0.35,0.283,0.067,254.9,254
1133.25,1.901,0.288,1.613,0.35,0.285,0.065,258.5,255
1133.4,1.944,0.29,1.654,0.35,0.289,0.061,257.5,255
1133.55,1.988,0.292,1.697,0.35,0.294,0.056,256.4,255
1133.7,2.035,0.294,1.741,0.35,0.298,0.052,255.6,255
1133.85,2.072,0.295,1.776,0.35,0.302,0.048,254.8,254
1134.0,2.108,0.297,1.811,0.35,0.304,0.046,257.2,255
1134.15,2.146,0.298,1.848,0.35,0.305,0.045,257.0,255
1134.3,2.187,0.3,1.887,0.35,0.308,0.042,256.4,255
1134.45,2.23,0.301,1.929,0.35,0.309,0.041,256.1,255
1134.6,2.271,0.302,1.969,0.35,0.313,0.037,255.3,255
1134.75,2.298,0.304,1.994,0.35,0.315,0.035,255.0,255
1134.9,2.337,0.305,2.032,0.35,0.315,0.035,255.1,255
1135.05,2.375,0.306,2.069,0.35,0.319,0.031,254.1,254
1135.2,2.411,0.307,2.104,0.35,0.321,0.029,255.4,255
1135.35,2.442,0.308,2.134,0.35,0.321,0.029,255.5,255
1135.5,2.472,0.309,2.163,0.35,0.323,0.027,255.0,255
1135.65,2.501,0.31,2.191,0.35,0.327,0.023,254.1,254
1135.8,2.527,0.311,2.216,0.35,0.329,0.021,255.2,255
1135.95,2.556,0.312,2.244,0.35,0.33,0.02,255.0,255
1136.1,2.579,0.313,2.266,0.35,0.331,0.019,254.7,254
1136.25,2.609,0.314,2.295,0.35,0.333,0.017,255.3,255
1136.4,2.636,0.315,2.321,0.35,0.334,0.016,255.2,255
1136.55,2.666,0.315,2.35,0.35,0.335,0.015,255.1,255
1136.7,2.689,0.316,2.373,0.35,0.338,0.012,254.3,254
1136.85,2.717,0.317,2.4,0.35,0.338,0.012,255.1,255
1137.0,2.74,0.317,2.423,0.35,0.338,0.012,255.2,255
1137.15,2.767,0.318,2.449,0.35,0.339,0.011,255.0,254
1137.3,2.786,0.319,2.467,0.35,0.341,0.009,255.0,255
1137.45,2.802,0.32,2.482,0.35,0.345,0.005,254.2,254
1137.6,2.82,0.32,2.499,0.35,0.345,0.005,254.6,254
1137.75,2.828,0.321,2.507,0.35,0.346,0.004,254.7,254
1137.9,2.844,0.322,2.522,0.35,0.346,0.004,254.9,254
1138.05,2.857,0.322,2.535,0.35,0.348,0.002,254.7,254
1138.2,2.865,0.323,2.542,0.35,0.351,-0.001,254.1,254
1138.35,2.876,0.324,2.552,0.35,0.354,-0.004,253.5,253
1138.5,2.879,0.325,2.555,0.35,0.355,-0.005,253.0,252
1138.65,2.894,0.326,2.568,0.35,0.358,-0.008,252.1,252
1138.8,2.901,0.327,2.575,0.35,0.357,-0.007,251.8,251
1138.95,2.916,0.327,2.588,0.35,0.36,-0.01,250.8,250
1139.1,2.923,0.328,2.595,0.35,0.361,-0.011,249.9,249
1139.25,2.925,0.329,2.596,0.35,0.361,-0.011,249.4,249
1139.4,2.923,0.33,2.593,0.35,0.364,-0.014,248.1,248
1139.55,2.925,0.33,2.595,0.35,0.366,-0.016,246.9,246
1139.7,2.93,0.331,2.599,0.35,0.366,-0.016,246.0,246
1139.85,2.928,0.332,2.597,0.35,0.368,-0.018,244.5,244
1140.0,2.924,0.332,2.592,0.35,0.367,-0.017,243.8,243
1140.15,2.916,0.332,2.584,0.35,0.365,-0.015,243.2,243
1140.3,2.915,0.333,2.582,0.35,0.367,-0.017,241.8,241
1140.45,2.913,0.333,2.58,0.35,0.369,-0.019,240.5,240
1140.6,2.908,0.334,2.574,0.35,0.371,-0.021,238.9,238
1140.75,2.891,0.334,2.557,0.35,0.37,-0.02,237.9,237
1140.9,2.875,0.334,2.541,0.35,0.371,-0.021,236.4,236
1141.05,2.868,0.335,2.533,0.35,0.372,-0.022,235.0,234
1141.2,2.86,0.335,2.525,0.35,0.371,-0.021,234.1,234
1141.35,2.839,0.335,2.504,0.35,0.371,-0.021,232.7,232
1141.5,2.832,0.335,2.497,0.35,0.37,-0.02,231.8,231
1141.65,2.814,0.335,2.478,0.35,0.371,-0.021,230.3,230
1141.8,2.796,0.336,2.46,0.35,0.373,-0.023,228.7,228
1141.95,2.778,0.336,2.443,0.35,0.371,-0.021,227.7,227
1142.1,2.76,0.335,2.425,0.35,0.37,-0.02,226.9,226
1142.25,2.738,0.335,2.403,0.35,0.368,-0.018,226.0,226
1142.4,2.714,0.335,2.379,0.35,0.37,-0.02,224.5,224
1142.55,2.686,0.335,2.351,0.35,0.367,-0.017,224.0,223
1142.7,2.661,0.334,2.326,0.35,0.367,-0.017,222.9,222
1142.85,2.636,0.334,2.302,0.35,0.366,-0.016,222.3,222
1143.0,2.615,0.333,2.281,0.35,0.363,-0.013,221.9,221
1143.15,2.587,0.333,2.254,0.35,0.362,-0.012,221.3,221
1143.3,2.558,0.332,2.226,0.35,0.361,-0.011,220.8,220
1143.45,2.527,0.332,2.196,0.35,0.36,-0.01,220.5,220
1143.6,2.493,0.331,2.162,0.35,0.358,-0.008,220.3,220
1143.75,2.461,0.33,2.13,0.35,0.358,-0.008,219.9,219
1143.9,2.427,0.33,2.097,0.35,0.356,-0.006,219.7,219
1144.05,2.391,0.33,2.061,0.35,0.358,-0.008,218.8,218
1144.2,2.361,0.33,2.031,0.35,0.358,-0.008,218.4,218
1144.35,2.336,0.33,2.006,0.35,0.361,-0.011,217.4,217
1144.5,2.307,0.33,1.977,0.35,0.362,-0.012,216.6,216
1144.65,2.278,0.33,1.948,0.35,0.36,-0.01,216.4,216
1144.8,2.236,0.33,1.906,0.35,0.357,-0.007,216.4,216
1144.95,2.206,0.329,1.876,0.35,0.356,-0.006,216.1,216
1145.1,2.175,0.329,1.846,0.35,0.356,-0.006,215.7,215
1145.25,2.131,0.329,1.803,0.35,0.355,-0.005,215.6,215
1145.4,2.095,0.328,1.767,0.35,0.353,-0.003,215.8,215
1145.55,2.061,0.328,1.733,0.35,0.353,-0.003,215.6,215
1145.7,2.017,0.327,1.69,0.35,0.351,-0.001,215.8,215
1145.85,1.978,0.327,1.651,0.35,0.353,-0.003,215.3,215
1146.0,1.941,0.327,1.614,0.35,0.353,-0.003,215.2,215
1146.15,1.897,0.327,1.57,0.35,0.353,-0.003,214.9,214
1146.3,1.852,0.327,1.526,0.35,0.352,-0.002,215.1,215
1146.45,1.807,0.326,1.481,0.35,0.349,0.001,215.7,215
1146.6,1.757,0.326,1.431,0.35,0.351,-0.001,215.2,215
1146.75,1.712,0.326,1.386,0.35,0.351,-0.001,215.3,215
1146.9,1.677,0.326,1.351,0.35,0.351,-0.001,215.2,215
1147.05,1.627,0.326,1.301,0.35,0.351,-0.001,215.0,214
1147.2,1.583,0.326,1.258,0.35,0.351,-0.001,215.0,215
1147.35,1.543,0.325,1.217,0.35,0.349,0.001,215.3,215
1147.5,1.506,0.325,1.181,0.35,0.35,0.0,215.2,215
1147.65,1.468,0.325,1.143,0.35,0.347,0.003,215.8,215
1147.8,1.419,0.325,1.095,0.35,0.347,0.003,216.0,216
1147.95,1.384,0.324,1.06,0.35,0.346,0.004,216.5,216
1148.1,1.343,0.324,1.019,0.35,0.347,0.003,216.4,216
1148.25,1.298,0.324,0.975,0.35,0.346,0.004,216.9,216
1148.4,1.26,0.323,0.936,0.35,0.345,0.005,217.2,217
1148.55,1.223,0.323,0.9,0.35,0.347,0.003,217.1,217
1148.7,1.187,0.323,0.863,0.35,0.345,0.005,217.7,217
1148.85,1.149,0.323,0.825,0.35,0.347,0.003,217.5,217
1149.0,1.102,0.323,0.779,0.35,0.346,0.004,218.0,217
1149.15,1.051,0.323,0.728,0.35,0.344,0.006,218.6,218
1149.3,1.007,0.323,0.685,0.35,0.342,0.008,219.4,219
1149.45,0.965,0.322,0.643,0.35,0.343,0.007,219.6,219
1149.6,0.926,0.322,0.604,0.35,0.342,0.008,220.2,220
1149.75,0.892,0.322,0.57,0.35,0.345,0.005,220.0,220
1149.9,0.846,0.322,0.524,0.35,0.346,0.004,220.1,220
1150.05,0.804,0.323,0.481,0.35,0.348,0.002,220.0,220
1150.2,0.771,0.323,0.449,0.35,0.346,0.004,220.6,220
1150.35,0.739,0.323,0.416,0.35,0.348,0.002,220.3,220
1150.5,0.701,0.323,0.377,0.35,0.347,0.003,220.8,220
1150.65,0.665,0.323,0.342,0.35,0.345,0.005,221.4,221
1150.8,0.629,0.323,0.307,0.35,0.344,0.006,221.8,221
1150.95,0.596,0.323,0.273,0.35,0.346,0.004,221.7,221
1151.1,0.562,0.323,0.239,0.35,0.346,0.004,222.0,221
1151.25,0.537,0.323,0.214,0.35,0.345,0.005,222.5,222
1151.4,0.507,0.322,0.184,0.35,0.343,0.007,223.3,223
1151.55,0.478,0.322,0.155,0.35,0.344,0.006,223.3,223
1151.7,0.447,0.322,0.125,0.35,0.346,0.004,223.3,223
1151.85,0.424,0.323,0.102,0.35,0.347,0.003,223.3,223
1152.0,0.399,0.323,0.076,0.35,0.347,0.003,223.6,223
1152.15,0.378,0.323,0.055,0.35,0.346,0.004,223.9,223
1152.3,0.345,0.323,0.022,0.35,0.344,0.006,224.6,224
1152.45,0.312,0.323,-0.01,0.32,0.344,-0.024,217.4,217
1152.6,0.293,0.322,-0.029,0.29,0.343,-0.053,210.1,210
1152.75,0.265,0.322,-0.057,0.26,0.341,-0.081,200.9,200
1152.9,0.237,0.321,-0.084,0.23,0.339,-0.109,190.6,190
1153.05,0.218,0.321,-0.103,0.2,0.339,-0.139,177.7,177
1153.2,0.193,0.321,-0.127,0.17,0.34,-0.17,163.1,163
1153.35,0.183,0.32,-0.137,0.14,0.336,-0.196,147.9,147
1153.5,0.162,0.319,-0.158,0.11,0.335,-0.225,130.1,130
1153.65,0.144,0.319,-0.174,0.08,0.333,-0.253,-54.3,0
1153.8,0.14,0.317,-0.178,0.05,0.326,-0.276,-58.7,0
1153.95,0.124,0.315,-0.191,0.02,0.317,-0.297,-63.1,0
1154.1,0.119,0.312,-0.193,0.0,0.308,-0.308,-76.0,0
1154.25,0.108,0.309,-0.202,0.0,0.301,-0.301,-74.3,0
1154.4,0.096,0.306,-0.21,0.0,0.296,-0.296,-72.9,0
1154.55,0.095,0.303,-0.208,0.0,0.287,-0.287,-70.9,0
1154.7,0.094,0.3,-0.206,0.0,0.282,-0.282,-69.6,0
1154.85,0.092,0.297,-0.205,0.0,0.277,-0.277,-68.3,0
1155.0,0.085,0.294,-0.209,0.0,0.269,-0.269,-66.4,0
1155.15,0.08,0.291,-0.211,0.0,0.264,-0.264,-65.2,0
1155.3,0.077,0.288,-0.211,0.0,0.26,-0.26,-64.0,0
1155.45,0.072,0.285,-0.213,0.0,0.252,-0.252,-62.0,0
1155.6,0.067,0.282,-0.215,0.0,0.243,-0.243,-59.9,0
1155.75,0.063,0.278,-0.215,0.0,0.237,-0.237,-58.4,0
1155.9,0.062,0.275,-0.213,0.0,0.232,-0.232,-57.1,0
1156.05,0.067,0.272,-0.206,0.0,0.228,-0.228,-56.3,0
1156.2,0.073,0.27,-0.197,0.0,0.225,-0.225,-55.5,0
1156.35,0.086,0.268,-0.181,0.0,0.222,-0.222,-54.7,0
1156.5,0.094,0.265,-0.171,0.0,0.217,-0.217,-53.6,0
1156.65,0.113,0.263,-0.151,0.0,0.214,-0.214,-52.8,0
1156.8,0.124,0.261,-0.137,0.0,0.209,-0.209,-43.7,0
1156.95,0.133,0.259,-0.126,0.0,0.206,-0.206,-43.1,0
1157.1,0.145,0.257,-0.112,0.0,0.203,-0.203,-42.4,0
1157.25,0.158,0.255,-0.097,0.0,0.198,-0.198,-41.4,0
1157.4,0.171,0.253,-0.082,0.0,0.191,-0.191,-39.8,0
1157.55,0.198,0.25,-0.052,0.0,0.187,-0.187,-39.1,0
1157.7,0.22,0.248,-0.028,0.0,0.18,-0.18,-37.5,0
1157.85,0.247,0.245,0.002,0.199,0.173,0.026,12.9,12
1158.0,0.273,0.242,0.031,0.35,0.168,0.182,45.5,45
1158.15,0.291,0.24,0.051,0.35,0.165,0.185,51.0,51
1158.3,0.308,0.238,0.071,0.35,0.163,0.187,62.3,62
1158.45,0.335,0.236,0.099,0.35,0.161,0.189,73.8,73
1158.6,0.363,0.234,0.129,0.35,0.158,0.192,85.4,85
